jam_name,jam_url,jam_no_joined,jam_no_submissions
GAMMANET Game Jam #2,gammanet-game-jam-2,8,1
Pizza Jam | Gamedev Café ☕,pizza-jam,8,6
Fuse Jam #1 - Emotions and Verbs,fuse-jam-1,8,6
SPPRO Discord GameJam 3,sppro-discord-gamejam-3,8,3
Optical Jam #2,optical-jam-2,8,3
BCSS Game Jam 2019,bcss-game-jam-2019,8,4
Machine Jam,research-jam,8,2
Endless Team Jam,endless-team-jam,8,1
Delthor Jam #4,delthor-jam-4,8,2
Trijam #18 Do you dare to try?,trijam-18,8,4
Food Jam,foodjam,8,1
Old Software Jam,old-software-jam,8,6
"Chronicles GameDev Challenge, Week 3",chronicles-gamedev-challenge-week-3,8,1
Galway Game Jam 12,galway-game-jam-12,8,4
JAMROCK JAM #1,jamrock-jam,8,2
Indies games game jam,indies-games-game-jam,8,1
Trijam #17,trijam-17,8,6
Kiwi Game Jam - Wellington 2016,kiwi-game-jam-wellington-2016,8,6
Odd Weekend Game Jam 11,odd-weekend-game-jam-11,8,1
Odd Weekend Game Jam 8,odd-weekend-game-jam-8,8,5
JamMonclovaMX 2017,jammonclova-2017,8,5
Game in a Weekend,game-in-a-weekend,8,1
VR Austin Jam 2016,vr-austin-jam-2016,8,6
NPG's FPS Creation Challange,npgs-fps-creation-challange,8,2
Tune Jam,tune-jam,8,4
DGD Game Jam,dgd-jam,8,2
A BCIT Game Jam,a-bcit-game-jam,7,5
Mayday - GADEC Game Jam,gadec-may-game-jam,7,3
GameJam Battle 2019,gamejam-battle-2019,7,6
Impact Jam #4 : eco-jam,impact-jam-4,7,3
Cebu Game Dev - Halloween Game Jam: East meets West FearFest,cgd-game-jam-east-meets-west-fearfest,7,1
2019 Bristol Pride Game Jam #2,2019-bristol-pride-game-jam-2,7,7
#KiwiJam15,kiwijam15,7,7
Pet Jam,pet-jam,7,2
ESIEA Jam,esiea-jam,7,4
Survive the Game Jam 6,survive-the-game-jam-6,7,2
RVA Remix Jam,rva-remix-jam,7,0
Salon Indie - Jams,salon-indie---jams,7,1
Bombleschtok Jam #1,bombleschtok,7,1
Perplexity Jam #3,perplexity-jam-3,7,3
NotMoeJam #3 - Avoid,notmoejam-3,7,1
VRJAM 2017,vrjam,7,1
ASM Game Jam 2016,asm-game-jam-2016,7,6
Top Secret Zolaire Farewell Group Jam,top-secret-zolaire-farewell-group-jam,7,4
Bitsy Jam at PLAY18,bitsy-jam-at-play18,7,4
JS Game Jam 2,js-game-jam-2,7,2
twisto,twisto,7,1
GDGT - Independence Day Jam 15,gdgt-independence-day-jam-15,7,5
STOJAM 1,stojam-1,7,1
Frosty Game Jam,frosty-game-jam,7,4
Dash Jam,dashjam,7,1
Visual Novel Jam,visual-novel-jam,7,1
Squirrels Extreme!,squirrels-extreme,7,1
Force Jam 1 ~ History,force-jam-1-history,7,2
Brazilian Meme GameJAM,brazilian-meme-gamejam,7,1
Perpetual Jam,perpetual-jam,7,1
AIE's Road to Global Game Jam 2019,aierggj2019,7,7
Kentucky Fried Pixels 2019,kentucky-fried-pixels-2019,7,2
Slug Jam #2: Fall 2015,slugjam2,7,5
GAME JAM MENTES EN JUEGOS,game-jam-mentes-en-juegos,7,2
CEET GAME JAM 2019/1,ceet-game-jam-20191,7,6
Pure JS Jam,pure-js-jam,7,4
The Time Jam,the-time-jam,7,3
Virtual Game Jam 2015,virtual-game-jam-2015,7,7
Classy Bogan Studios Opening Jam,classy-bogan-studios-opening-jam,7,2
Dinosaur (Flicksy Jam),flicksy-jam,7,1
So-bad-It's-Good jam,sobaditsgood,7,3
4-5-6kb,4-5-6kb,7,1
FGJ Zero hour game jam,fgj-zero-hour-game-jam,7,6
HypNoTic Game Jam,hypnojam,7,1
Surreal Jam,surreal,7,2
Game Jam - LabArtGame + FoG,game-jam-labartgame,7,1
EPX Fall Jam 2018,epx-fall-jam-2018,7,7
MiniJam Orígenes,minijam-orgenes,7,5
VGDA Kick-Off GameJam Fall'18,kick-off-gamejam-fall-2018,7,5
BrokenManJam,bmj,7,1
Simple Tools Jam,simple-tools-jam,7,3
JET Summer Vacation Game Jam 2017,jet-summer-2017,7,2
Trijam #21: Do you dare to try?,trijam-21,7,3
Untitled Game Jam #1,untitled-game-jam,7,2
BGSjam8,bgsjam8,7,3
SPPRO Discord GameJam 5,sppro-discord-gamejam-5,7,1
Swinburne Winter Game Jam,swinburne-winter-game-jam,7,2
JamIsland @SchmiedeY 2017,jamisland-schmiede-2017,7,4
Beginner_Jam#1,beginner-jam1,7,1
1Up Jam,1up-jam,7,4
AuroraGDC Twitch Lets Play Feb 2019,agdcfebtwitch,7,7
Procedural JAM @STMN,procedural-stmn-jam,7,3
SF Bay Area Women in Game Development Community Game Jam #1,sfbawgd-jam-001,7,3
Cinémathèque Jam,cinematheque-jam,7,2
tenderfootJam,tenderfootjam,7,2
💬 Depth in Dialogue - 2017 March,depth-in-dialogue,7,1
UJC #2- Youtube Judging of the Jam- Medicine Theme,ujc-2-youtube-judging-,7,2
SAE Brisbane Games - Studio 1 - 18T3 - Wherefore Art Thou?,sae-brisbane-games-studio-1-18t3-wherefore-art-thou,7,5
Geléia Brasil - Edição 00 -  (Não Sobrou Nada),geleia-brasil,7,1
Isolation Jam 2019,isolation-game-jam-2019,7,5
igdaEKU Fall Game Jam 2017,igdaeku-fall-game-jam-2017,7,7
Doggo Game Jam,doggo-game-jam,7,1
Sim Jam,sim-jam,7,2
OpenFun - Game Jam #1,openfun-game-jam-1,7,1
Aled Game Jam,aled-game-jam,7,1
Game Jam - Caracas Geek Fest,game-jam-caracas-geek-fest,7,1
Destruction game jam 2,destruction-game-jam-2,7,1
Classic Doom - Map Jam #2,classic-doom-map-jam-2,7,2
Game Jam Connect,game-jam-connect,7,8
CampJam 2016,campjam-2016,7,4
Stray Jam,stray-jam,7,1
GameJam@Skidmore,gamejamskidmore,7,2
Trijam #9 Do you dare to try?,trijam-9,7,4
Shadow Game Jam,shadow-game-jam,7,2
Peaceful Garden,peaceful-garden,7,3
GDS Halloween Jam 17,gds-halloween-jam-17,7,5
Prototype Game Jam 24h! (#PrototypeGameJam),prototype-jam,7,1
Peace Superheroes Jam,peace-superheroes-jam,7,6
Weekend Crazy Jam 4 - Procedural Generation,weekend-crazy-jam-4,7,2
EP Jam #01,ep-01,7,1
Minigame Jam,minigame-jam,7,8
PuzzleScript Jam #2,psj2,7,4
Game Jam 4 Weekend #9,gj4w9,7,2
Dublin GameCraft: A gamejam yule never forget!,dublin-gamecraft-a-gamejam-yule-never-forget,7,4
Ctrl-Alt-Gfv: Jam de l'Alternative et du Groupe Féministe Vidéoludique,ctrl-alt-gfv,7,2
2015 Athens Game Jam,2015-athens-game-jam,7,7
Black Game Devs 48 Hour Game Jam!,bgd-48-hour-game-jam,7,1
Random TutoFacil Jam #1,random-tutofacil-jam-1,7,5
Autumn 2016 Lisp Game Jam,autumn-2016-lisp-game-jam,7,1
SCP Jam #2,scp-jam-2,7,1
Bangkok Game Dev by GGJ 2018,bangkokgamedev,7,1
Iyashikei / healing jam,healing-jam,7,4
Arcade Game Jam,arcade-gamejam2,7,4
BANANA JAM,banana-jam,7,7
Game Jam Monthly - January 2018,game-jam-monthly-2,7,6
Semcomp Jam,semcomp-jam,7,4
SAE Melbourne Game Jam 2018,saemelb2018,7,5
✨ GAY(M) Jam 2.0 @ Unity Brighton 🏳‍🌈,gaym-jam-20-unity-brighton,7,2
Epic Game Jam,epicgamejam,7,1
Global Game Jam Antwerp 2017,ggj-antwerp-2017,7,5
Random 5 day Jam,random-5-day-jam,7,1
Skill Development Jam #1,skill-dev-jam-1,6,1
Pure.js,purejs3,6,1
Little People Game Jam #3,little-people-game-jam-3,6,6
"""I Barely Survived That Game Jam"" Game Jam",GRJam,6,5
Art Design Kompet (for graphic designers) #2,art-design-kompet,6,1
Don't Get Caught!,dont-get-caught,6,1
[Free] [Hardcore] [Questing] [Any Genre],free-hardcore-questing-any-genre,6,2
UFT Game Jam #1,uft-game-jam-1,6,2
Trijam #28 Do you dare to try?,trijam-28,6,1
ボイゲジャム 1Day ハッカソン,voicegamejam1day,6,5
Sunshine Game Jam,sunshine-game-jam,6,4
Game Jam Takahashi 2018,game-jam-takahashi-2018,6,5
Praxis 1: El Reto (Quinta parte),praxis-1-el-reto-quinta-parte,6,6
Get Well Soon Jam,get-well-soon-jam,6,2
"($1,250 in prizes) App Challenge Game Jam",app-challenge-game-jam,6,2
Fighting Game Jam,fighting-game-jam2,6,1
Limerick GameCraft 2016,limerick-gamecraft-2016,6,6
Prototype Game Jam 48h! (#PrototypeGameJam),prototype-jam-48h,6,1
Games for the Many Manchester,games-for-the-many-manchester,6,5
Ham Jam 1: Dungeon,ham-jam-dungeon,6,2
Queer Zine Jam: IDENTITY,queer-zine-jam-id,6,2
Gdevelop Jam,gdevelop-jam,6,1
[FR] Partim 500 numéro 3,partim-500-an-2018,6,3
Panic at the Game Jam!,panic-at-the-game-jam,6,5
Canada's 150th - Game Jam,canada150game,6,6
Way too Retro Jam #1,way-too-retro-jam-1,6,2
Fire,fire,6,4
"Chronicles GameDev Challenge, Week 7",chronicles-gamedev-challenge-week-7,6,2
Mermelada de mesa 2019,mermeladademesa,6,4
Make a Game Jam,make-a-game-jam,6,1
Trijam: The supernatural end,trijam-the-supernatural-end,6,2
Twine RPG Jam,twine-rpg-jam,6,1
Classic Doom - Map Jam,classic-doom-map-jam,6,2
The Knight of Communism Jam,incorporate-a-knight-communism,6,2
GoreJam - Month 1,gorejam-month-1,6,1
BTG Semester Break Game Jam,btgjam19,6,5
Melody Jam,melody-jam,6,5
A.I. Game Jam,ai-cool-game-jam,6,1
Okey Jam,okey-jam,6,1
Game Maker Jam: 2016,game-maker-jam-2016,6,5
Java game jam,java-game-jam,6,10
Leakforums.co - Low Poly Jam - Win a VIP Membership!,leakforumsco-jam-win-a-vip-membership,6,1
Trijam #8 Do you dare to try?,trijam-8,6,1
Default choice Monthly Jam #1,default-choice-monthly-jam,6,2
To the End of the Year Jam,tey-jam,6,1
"Un juego al mes - ""Desierto"" y ""Este juego te odia"".",retoindieabril,6,3
One Button Local Multiplayer,one-button-local-multiplayer,6,3
Weekly Rainbow Jam - Week 3,weekly-rainbow-jam-week-3,6,1
"1 Day, 50 Lines",50-lines,6,3
Saturday Jam Live,saturday-jam-live,6,6
Survive the Game Jam 1,survivegamejam1,6,1
Lamar ACM Game Jam,lamar-acm-game-jam,6,3
Card/Board Game Jam 2015,mjt2015,6,4
Couch Games in Stop Motion,coach-games-stop-motion-2019,6,4
Weirded Out Game Jam,weirdedout-game-jam,6,2
Cyclops Jam,cyclops-jam,6,3
Retro Jam,retro-jam-is-cool,6,4
Steam Jam,steam-jam,6,1
Turn-Based Game Jam,turn-based-game-jam,6,1
Odd Weekend Xmas,odd-weekend-xmas,6,1
#QueerDH 2018,queerdh-2018,6,10
Puzzle Game Jam,corwyns-puzzles,6,2
Light and Dark,light-and-dark,6,2
Movie Jam,movie-jam,6,4
Esoteric Hello World! Jam 2017,hello-world,6,2
Winnipeg Winter Game Jam,winnipeg-winter-game-jam,6,4
1º Concurso Desarrollo de Videojuegos ADEVI,concurso-desarrollo-videojuegos,6,6
T2S-Jam! (Time to Scare!),t2s-jam-time-to-scare,6,4
"Chronicles GameDev Challenge, Week 5",chronicles-gamedev-challenge-week-5,6,2
Profit Jam 2019,profit-jam-2019,6,3
6 Hour Spooky Jam 2018,6-hour-spooky-jam-2018,6,5
NexZen Studios GDevelop Jam,nexzen-studios-gdevelop-jam,6,1
Manti's Birthday Game Jam,manti-jam,6,2
Improvement Movement Game Jam 3,imgamejam3,6,2
"IGDA ASU Game Jam - ""Look Out for that Thing!""",igda-asu-game-jam,6,5
Even Weekend Game Jam 2 + Mini Jam,even-weekend-game-jam-2,6,1
Break the Box Jam,break-the-box-defy-expectations,6,1
Q'uk'umatz Game Jam,qukumatz-game-jam,6,4
ADDON Jam 2017,addon-jam-2017,6,2
ACM: Spooky Game Jam,acm-spooky-game-jam-,6,3
Square Jam,square-jam,6,4
The Great Ham Jam,the-great-ham-jam,6,6
"Pembroke Dock Game Jam (Wales, UK)",pdgamejam2016,6,3
Black History Month Jam 2019,black-history-month-jam-2019,6,3
GDGT's All Hallows Challenge 2: The Revenge,gdgtahc2,6,3
the humble bumble,humble-bumble,6,1
Pixel Art Challenge,pixel-art-challenge,6,2
Un Juego al mes - Sombras Y juegos basados en Películas,reto-indie-marzo,6,1
SAE Brisbane Games - Studio 1 - 18T2 - Wherefore Art Thou?,sae-brisbane-games-studio-1-18t2-wherefore-art-thou,6,2
Sepermelon Jam,sepermelon-jam,6,2
#AndroidGameJam2018,android,6,2
September Rainbow Jam,september-rainbow-jam,6,1
DT508- Storyteller,dt508dst,6,4
72LezGameJam#2,72lezgamejam2,6,2
Pure.JS,purejs,6,1
Winters End Jam,the-spring-,6,1
192 Jam,192-jam,6,1
AGDG Waifu Jam 2015,wj2015,6,5
July Rainbow Jam 2018,july-rainbow-jam-2018,6,2
Dog Jam,dog-jam-unicornpirates,6,3
Ghost Train / Dark Ride Game Jam,ghost-train-game-jam,6,1
Newbies and Vets Game Jam 2018,newbies-and-vets-game-jam-2018,6,4
6 Hour Jam 2017,6-hour-jam-2017,6,5
8bits JAM,8bits-jam,6,2
"Quimeras, monstruos y lo biológicamente alterado",quimeras-monstruos-y-lo-biologicamente-alterado,6,3
Chunky Game Jam,chunky-jam,6,2
OA Jam,oa-jam,6,3
DevSoc York Halloween Competition 2017,devsoc-york-halloween-competition-2017,6,2
Summer Rain - Browser Game,summer-rain,6,2
3rd Annual Chico Jam,3rd-annual-chico-jam,5,4
WPI A17 Break Jam,wpi-a17-break-jam,5,3
IGDA Becker Chapter Halloween Jam 2017,becker-igda-spoopy-jam,5,5
Eclipse ORPG Contest,eclipse-orpg-contest,5,2
Game Jam Takahashi 2017,game-jam-takahashi-2017,5,4
JustPlayGames' Survival Challenge,survival-challenge,5,1
Beast Jam,beast-jam,5,3
Digital Spring Jam 2018,digital-spring-jam-2018,5,4
Pure.JS,purejs2,5,1
Unique Confrontations Gamejam,unique-confrontations,5,3
Game Impact Jam @GEC 2017,game-impact-jam-gec-2017,5,1
"Italian Game Jam ""Christmas Special""",italian-game-jam-christmas-special,5,3
Ultimate Update Game Jam,ultimate-update-game-jam,5,1
Monthly 48-Hour Game Jam,monthly-24-hour-game-jam-,5,1
Marvelous Monthly Jam #2,marvelous-monthly-jam-2,5,2
OC Tilted Game Jam February 2018,oc-tilted-game-jam-february-2018,5,1
Luviduvy Game Jam,luviduvy-game-jam,5,1
Creepfest,creepfest-game-jam,5,1
The daily GDC Game Jam,the-daily-gdc-game-jam,5,1
Galway Game Jam 9,galway-game-jam-9,5,3
Drug Jam,dj72,5,4
Odd Weekend Game Jam,odd-weekend-game-jam,5,2
2018 Bawgames Con,2018-bawgames-con,5,1
Weird Horror Jam,weird-horror-jam,5,5
EnterJam,entjam,5,2
Hackathon Hub GameJam,hackathon-hub-gamejam,5,3
Help Hope Hear Jam,help-hope-hear-jam,5,1
Burgers 'N' Fries Jam I,burgers-n-fries-jam-1,5,4
OC Tilted Game Jam March 2108,oc-tilted-game-jam-march-2018,5,1
GLASS2015 3rd week jam,glassweekjam2015,5,4
The Final Jam,the-final-jam,5,4
Stun Jam 2018,stun-jam-2018,5,2
NerdJam #1,nerdjam,5,1
Super Villain Jam,super-jam,5,0
PixelBit's YouTube Game Jam,pixelbits-youtube-game-jam,5,2
Code Liberation V&A Workshop Fall 2016,code-liberation-va-workshop-fall-2016,5,2
Neverwinter Nights Modjam,nwnmodjam,5,1
Isolation Game Jam 2018,isolation-game-jam-2018,5,8
I Game Jam - Módulo,i-game-jam-modulo,5,2
Jammy Jam | Weekly #2,jammy-jam-weekly-2,5,1
ZFX-Action XVI,zfx-action-xvi,5,1
JAMHR - Todos somos migrantes...,todos-somos-migrantes,5,0
KC Mini Game Jam #01,kc-game-jam-01,5,2
Controller Jam - Retrocade Media,controller-jam,5,1
Idea Jam,idea-jam,5,3
Game Anglia Network NoMoon Week 4 Jam,game-anglia-network-nomoon-week-4-jam,5,4
Sandwich's Spoopy Jam Week #3,sandwichs-spoopy-jam-week-3,5,1
9 Day Boss Rush Jam!,9-day-boss-rush-jam,5,2
Make Indie Games: 2º Game Jam Educ,game-jam-educ2,5,1
JamIsland @Schmiede #NoPlan 2018,schmiede-2018-jam-island,5,4
G33X-Jam 2018,g33xjam-2018,5,0
W3 Game Jam (y18w44),w3-game-jam-y18w44,5,1
Playing God,playing-god,5,1
Games & Devs Game Jam!,games-devs-game-jam,5,1
SITC Dungeons & Cities Game Jam,sitc-dungeons-cities-game-jam,5,1
W3 Game Jam (y18w39),w3-game-jam,5,2
W3 Game Jam (y18w41),w3-game-jam-y18w41,5,1
GameMaker: Studio 2 - Game Jam,gm2jam,5,1
Default Choice Monthly Jam #2,default-choice-monthly-jam-2,5,1
Themed Nonsense,themed-nonsense,5,1
babycastles flickgame jam,babycastles-flickgame-jam,5,5
THE MEGA GAMECRAFT SHOWDOWN,the-mega-gamecraft-showdown,5,3
Merged Festivities : 1,mergedfestivities1,5,1
Aurora SIEGE Submissions 2018,agdcsiege,5,2
No Screen Jam,no-screen-jam,5,4
DT508 Review Week gamejam 2018,dt508-review-week-gamejam,5,5
Eurovision Jam Along 2019,eurovision-jam-along,5,1
An Ordinary Game Jam,an-ordinary-game-jam,5,4
PNGE jam - Processing No Game Engine jam #03,pnge03,5,1
4 Hour Jam #1,4hourjam,5,6
🦆 QuackJam,quackjam,5,2
Cowlapse jam,cowlapse-jam-2018,5,2
Little People Game Jam #2,little-people-game-jam-2,5,5
PNGE jam - Processing No Game Engine jam #05,pnge05,5,1
Flappy Bird Clones,flappy-bird-clones,5,2
Royalty Free Lobster Jam,royalty-free-lobster-jam,5,3
Game Jam 4 Weekend #6,gj4w6,5,3
Game Jam Francophone Episode 3,gamejam-francophone-episode-3,5,1
co-op bundle jam,co-op-jam,5,4
الجزء الثاني,sequel,5,5
FPS Mini Jam Before And After,fps-before-and-after,5,1
Hytten,hytten,5,6
Perspective Jam,perspective-jam,5,0
EKU IGDA Game Jam,eku-igda-game-jam,5,2
Love of Color,love-of-color,5,2
Late Game,late-game-jam,5,1
Odd Weekend Game Jam 20,odd-weekend-game-jam-20,5,2
Winnipeg Library Jam/LD36,winnipeg-library-jam-ld36,5,3
GameJamMallorca2019,gamejammallorca2019,5,3
PewDiePie Game Jam,pewdiepie-game-jam-2k19,5,1
Jam Jam!,jam-gamejam,5,1
Even Weekend Game Jam 6,even-weekend-game-jam-6,5,1
Trent Game Jam #1,tgdc-1,5,5
PNGE jam - Processing No Game Engine jam #06,pnge06,5,2
Game Jam Monthly - February 2019,game-jam-monthly-february-2019,5,4
Classic Game Jam,classicjam,5,3
Isolation Game Jam 2016,isolation-game-jam-2016,5,4
Pun Jam 2016,pun-jam,5,2
Sketch Jam,sketch-jam,5,1
30 to 50 Feral Hogs (Game Jam),30-to-50-feral-hogs,5,3
Endless Jam 2,endless-jam-2,5,3
Frontin Ludens 2018,frontinludens2018,5,18
Game Jam 4 Weekend #10,gj4w10,5,3
49er Game Jam Spring 2019,49ergamejamsp2019,5,4
Hidden Game GameDevMotivation jam #3,hidden-game,5,2
Asset Market Jam,asset-market-jam,5,3
Bitforest Game Riff at Eugene Public Library,bitforest-game-riff,5,2
EP JAM #03,ep-03,5,2
LibGDX Jam - April 2019,libgdx-jam,5,3
Jam Spread,jam-spread,5,1
"Chronicles GameDev Challenge, Week 13",chronicles-gamedev-challenge-week-13,5,2
NotMoeJam #4 - Tunnels,notmoejam-4,5,1
Retro Remake Challenge Love2D,retro-remake-challenge,5,3
Game Jam huehueBR #1,gamejamhuehuebr1,5,2
Fak'ugesi Cross Sector Game Jam,fakugesi-cross-sector,5,4
Trijam #25 - Do you dare to try?,trijam-25,5,1
Even Week Long Game Jam #1,even-week-long-game-jam-1,5,2
Even Weekend Game Jam 7,even-weekend-game-jam-7,5,2
"Chronicles GameDev Challenge, Week 14",chronicles-gamedev-challenge-week-14,5,2
Game Jam 4 Weekend #13,gj4w13,5,2
MM552 Game Jam #1,mm552-game-jam-1,5,2
The Superhero Game Jam!,the-superhero-game-jam,5,1
Galway Game Jam 14 - Care,galwaygamejam14,5,4
5DGame,5dg,5,4
8x8  Jam,8-x-8-jam,5,1
OC Tilted Game Jam 15,oc-tilted-game-jam-15,5,4
Weekend infinite runner jam #2,weekend-infinite-runner-jam,5,3
The Bournemouth Story Jam,the-bournemouth-story-jam,5,1
October Rainbow Jam,october-rainbow-jam,5,1
Games that really butter my egg roll,games-that-butter-my-egg-roll,4,1
MadridGameJam,madridgamejam,4,4
Frenemy,frenemy,4,4
Spooktober 2K18,spooktober,4,3
Paris Still Jamming,paris-still-jamming,4,2
"The ""Goat on the Go"" Green-Screen Gameboy Jam",green-screen-gameboy-jam,4,1
BayJam 2017,bayjam-2017,4,2
HEJ #3,hej-3,4,3
HawkSandwich's Surreal Jam,hawksandwich-surreal-jam,4,1
Game Jam Impact w/ Y nov Game Jam - Equal opportunities / égalité des chances,gamejamimpactynov,4,0
1Up Jam 2017,1up-jam-2017,4,3
Rain Jam # 1,rain-jam-1,4,1
Spiltalent - maj 2019,spiltalentmaj2019,4,3
Nica Jam #2,nica-jam-2,4,1
Takeshi's Challenge Jam,takeshis-challenge-jam,4,1
Even Weekend Game Jam 5,even-weekend-game-jam-5,4,1
Old Software Jam 2019,old-software-jam-2019,4,2
AREA 51 GameDevMotivation jam #2,area-51-gamedevmotivation-jam-2,4,2
🎄🎄🎄 Christmas Tree Jam 🎄🎄🎄,christmastree,4,0
Pi Day Jam 2015,pi-day-jam-2015,4,4
OC Tilted Game Jam #12,tilted-game-jam-12,4,3
"Game A Week 9 ""Decay""",game-a-week-09,4,2
4 Hour Jam #0,4-hour-jam-0,4,4
Mallard Jam,mallard-jam,4,1
Polish GameJam #1,polish-gamejam-1,4,1
Game Jam de Comunidades CPMX6 Reto 48,jamcomunidadescpmx6_reto_48,4,4
Sticky Note Jam,sticky-note-jam,4,2
"Pembroke Dock Mini Jam (Wales, UK)",pdminijam-jan17,4,2
DoubleGameJam,doublegamejam,4,1
Danmaku Game Jam,danmakugamejam,4,4
March of the Devs: 24-Hour Game Jam,march-of-the-devs,4,3
JotaDê Jam Semanal #4,jdjam4,4,3
Fantastic Game Jam,fantastic-game-jam,4,4
#24HourGameJam,24hourgamejam,4,2
Board Game Indios Verdes,board-game-indios-verdes,4,1
Dr. Phil Jam,dr-phil-jam,4,1
PNGE jam - Processing No Game Engine jam #01,pnge01,4,1
Stun Jam 2016,stun-jam-2016,4,3
🔵 The fox and mouse Jam 🍯🔵,popo-shop-in-a-jar-with-jam,4,1
VGDC Winter Break Jam,winter-break-jam,4,4
Jam del Libro 2017,jamdellibro17,4,4
The unknown jam,the-unknown-jam,4,2
KSU Amateur Game Jam 2018,ksu-amateur-game-jam-2018,4,3
EduJam,edujam,4,1
Weekend Development Madness!,weekend-development-madness,4,0
Rijv Mini Bitsy Jam,rijv-mini-bitsy-jam,4,3
EasyToon Jam,easytoon-jam,4,1
Unfolding Jam,unfolding-jam,4,1
Orichalcos,orchi,4,1
Terminal Special Effects,terminal-special-effects,4,1
48 hour game creation challenge,48-hour-game-creation-challenge,4,0
The dorito game jam,thedoritojam,4,2
SUPINFO Game Jam 2019,supinfo-game-jam-2019,4,1
Retro LAN Jam,retro-lan-jam,4,0
🔥 Pica Game Jam (internal),pica-game-jam-internal,4,4
"Game A Week 5 ""Secret World""",game-a-week-5,4,0
October 1st Game Jam-Scramble,october-1st-game-jam,4,3
EP Jam #02,ep-02,4,2
Potato Jam,potatojam2018,4,1
Aesthetic Safari Game Jam!,aesthetic-safari-game-jam,4,1
Rhythm Game Jam,rhythm-game-jam,4,2
GACUCon #GameJam4Good,gacucon-game-jam-4-good,4,1
The Home Jam,the-home-jam,4,1
Adventure Creator Jam (unofficial),adventure-creator-jam-unofficial,4,2
Jam For The Breakfast Of Tomorrow,jam-for-the-breakfast-of-tomorrow,4,1
Juice Jam,pong-juice,4,1
Senac - Oficina de Games - GeekWeek 2017,senac-geekweek-2017,4,1
Game Jam 4 Weekend #12,gj4w12,4,3
Weird Dream Jam!,dream-jam,4,1
Not a Game Jam,not-a-game-jam,4,1
Neon Game Jam,cyberpunk-game-jam,4,1
🎵SUMMER JAMS🎵 Jam,summer-jams-jam,4,2
Boo Jam 2015,boooooo-jam,4,3
Ordlek,ordlek,4,1
ECTOCOMP: Le Grand Guignol (Español),ectocomp17lgg-sp,4,3
Ignite Jam #2 - Not Technically a Platformer,ignite-jam-2-not-technically-a-platformer,4,2
Toca Boca Game Jam,toca-boca,4,1
GameJam HueHueBr #2,gamejamhuehuebr2,4,1
ENSFEA PANGPANGCLUB GAMEJAM,ensfea-pangpangclub-gamejam,4,4
Weekly Rainbow Jam 7,weekly-rainbow-jam-7,4,1
Easterfest!,easterfest,4,1
Finish Your Sh*t,finish-your-sht,4,3
The Balloon Co Reverse Exploitation Anti-Contest JAM,bc20182019,4,2
Gamejam ISIS,gamejam-isis,4,2
OC Tilted Game Jam 13,oc-tilted-game-jam-13,4,2
Twine Mine Arms,twine-mine-arms,4,3
The Glitch,the-glitch,4,1
the random jam,the-rando-jam,4,1
Privacy Policy Jam,privacy-policy-jam,4,1
Odd Weekend Game Jam 22,odd-weekend-game-jam-22,4,0
Game Jam 4 Weekend #7,gj4w7,4,2
AIE's Fall Prog Jam - 2018,aiefall2018,4,3
Hitbox's DreamHack LiveJam 2018,dreamhack-livejam-2018,4,3
Proud to be - Game Jam 2019,proud-to-be-game-jam-2019,4,1
JAMROCK JAM #2,jamrock-jam-2,4,1
Elytra FOSSJam,elytra-fossjam,4,2
Collectathon Madness Game Jam,collectathon-madness,4,1
Pogo Jam,pogo-jam,4,1
Life Jam,life-jam,4,1
Women Game Jam BR,women-game-jam-br,4,3
Gamejam on mathematics,gamejam-on-mathematics,4,3
Salt World Winter 2013 Jam,saltw-winter-2013-jam,4,4
Edu Game Jam #1,edu-game-jam1,4,4
Dev Night Tiny Jam,dev-night-tiny-jam,4,4
Hispanic Heritage Month Game Jam (#HHMJam),hhmjam15,4,2
Unity Script Jam,unity-script-jam,4,1
Jam-bon,jambon,3,2
HEJ #4,hej-4,3,1
Jam des Volcans,jam-des-volcans,3,0
Colors (Side Bitsy Jam),colors-side-bitsy-jam,3,1
Low-Poly Christmas Jam,lowpolyjam,3,2
Casino,casino,3,1
The Office Games: The Video Game! (Jam),office-olympics,3,1
StormJam,stormjam,3,2
PaintJam 2,paint-jam-2,3,2
JamIsland @Schmiede 2016,jamisland2016,3,1
Super Short 2 Day Jam,super-short-2-day-jam,3,2
BoGD2023 weekly jam #0,bogd2023-0,3,1
Jam for Gay Marriage,jam-for-gay-marriage,3,2
hacking jam,hacking-jam,3,1
THE SEATHUS KFC CHICKEN JAM,the-seathus-kfc-chicken-jam,3,3
Tycoon Game Jam,tycoon-jam,3,0
Mazedom and Traps Game Jam,mazedom-and-traps-game-jam,3,1
Jelly's Game Jam,jelly-game-jam,3,1
Woods Jam,woods,3,3
MUDJAM,mudjam,3,2
Unity Pixel platformer,unitu547,3,1
Raycast Summer Jam,raycast-summer-jam,3,1
BAM! Batch Jam,bam-batch-jam,3,2
30 Seconds,30secrealnerdgamerjam1,3,1
Winter WonderJam,winter-wonderjam,3,2
Old software,old-software,3,1
Game Jam Monthly - February 2018,game-jam-monthly-3,3,2
Platformer JAM '16,platformer-jam-16,3,1
Aula Arcade Jam 8,aula-arcade-jam-8,3,2
PuzzleScript Jam,puzzlescript-jam,3,2
Background Maker Jam!,background-maker-jam,3,1
Tunneler Remake Jam,tunneler-remake-jam,3,1
